CreditScore;Age;Tenure;EstimatedSalary;Exited
503;37;6;136506,86;0
535;31;7;36278,89;0
743;32;6;163254,39;0
702;39;8;99654,13;0
658;29;3;20207,02;0
677;41;8;4195,84;0
664;32;10;112340,2;0
766;38;7;2035,94;0
461;35;8;132295,95;0
688;36;0;177383,68;1
678;32;5;90284,47;0
796;24;8;61349,37;0
803;42;5;196466,83;1
712;36;2;70758,37;1
498;31;10;13892,57;0
850;22;2;9684,52;0
628;51;3;40546,15;0
539;34;4;136603,42;0
732;36;7;133172,48;0
715;41;4;152821,12;1
651;40;4;147715,83;0
813;34;0;43169,15;0
692;29;4;76755,99;1
756;39;3;73406,04;1
543;36;6;176728,28;0
790;26;4;98309,27;0
494;38;7;6203,66;0
850;39;2;176791,27;0
703;29;9;50679,48;0
432;38;7;150580,88;0
512;32;2;80120,19;0
589;28;7;151645,96;0
514;46;3;55072,32;0
678;38;2;115068,99;0
420;34;1;149471,13;1
679;38;7;46522,68;0
595;31;4;189995,86;0
713;52;0;46369,57;1
833;59;1;30722,52;1
690;42;3;70810,6;0
731;21;8;106663,46;1
608;62;8;175836,03;1
479;48;5;85646,41;0
519;42;8;101485,72;0
731;47;1;191734,67;1
617;61;7;101839,77;0
756;29;2;4888,91;0
848;31;4;193132,98;0
809;24;4;193518,76;0
698;56;1;93982,02;1
779;33;1;197000,92;1
606;35;7;106837,06;1
612;58;1;115161,28;0
663;33;8;196260,3;0
549;45;3;96404,38;0
675;32;2;97658,66;0
669;35;7;49108,23;1
571;34;1;195651,66;0
500;37;9;111698,0;0
628;37;0;171707,93;0
559;34;4;66721,98;0
769;27;2;57876,05;0
733;31;6;177994,81;0
750;22;5;105125,65;0
583;42;4;17439,66;0
468;42;9;172668,39;0
727;57;1;753,37;0
618;37;5;98686,4;1
617;40;5;107047,92;0
793;41;9;152153,74;0
630;43;9;34338,04;0
765;43;4;173878,87;1
546;28;8;159254,29;0
614;30;3;54776,64;0
593;29;5;134594,99;0
613;34;3;41724,72;0
655;38;4;110527,71;0
700;27;6;8996,79;0
826;29;4;190200,53;0
652;45;2;115333,43;0
755;45;7;143619,52;1
538;39;2;58467,08;0
729;34;3;12128,69;0
615;49;3;49872,33;0
700;54;1;139735,54;0
434;58;9;60891,8;1
729;37;10;100862,54;0
513;35;8;76640,29;1
755;41;6;126013,58;1
615;30;9;87347,82;0
747;32;5;77370,37;0
850;36;0;62722,44;0
712;49;5;196257,68;0
622;28;1;81723,8;0
548;35;10;31299,71;0
607;27;2;63495,86;0
653;38;8;166520,96;0
699;26;6;150242,44;0
693;40;0;27345,18;1
647;43;3;87000,39;0
478;36;3;44912,7;0
705;40;5;179978,68;1
719;39;5;145759,7;0
726;34;9;14121,61;0
626;21;1;66232,23;0
552;49;4;190296,76;1
807;31;1;172782,69;0
621;34;6;99128,13;0
651;24;7;178341,33;0
673;43;5;146992,24;1
652;36;1;151314,98;0
584;47;7;92915,84;0
756;37;3;58974,0;0
670;35;3;174627,06;0
765;50;9;79579,94;1
528;30;2;50771,16;0
701;40;5;153537,55;1
797;29;1;132975,39;0
639;27;3;85208,93;0
785;61;4;170214,82;1
363;28;6;100615,14;1
764;24;7;186105,99;0
676;43;2;55119,53;0
718;28;4;28760,99;0
590;34;6;171021,44;0
584;38;9;176678,72;0
645;41;7;28667,56;0
772;30;6;197238,03;0
399;46;2;139994,68;1
529;22;5;151169,83;0
463;35;2;118113,64;0
630;40;7;34453,17;0
780;76;10;64872,33;0
584;32;5;10956,82;0
752;30;4;36885,85;0
697;47;6;168053,4;0
850;32;7;155227,0;0
711;51;7;38409,79;1
452;32;5;75279,39;0
610;42;6;158302,59;1
694;22;4;11525,72;0
579;33;6;94993,04;1
745;54;8;173912,29;1
572;33;5;41139,05;0
505;29;3;58019,95;0
706;23;5;164128,41;1
693;44;5;46998,13;1
725;33;7;177279,41;0
791;37;2;75832,53;0
536;46;1;61094,53;0
699;47;1;30117,44;0
500;47;8;179227,12;0
707;53;6;52110,45;0
531;42;6;75248,75;0
557;28;7;184317,74;0
659;38;3;158553,1;0
575;31;6;95686,42;0
775;36;2;71682,54;0
772;30;4;1790,48;0
587;46;9;139431,0;1
667;39;4;118358,54;0
771;66;7;130827,88;0
523;63;6;119404,63;0
662;33;0;162703,0;0
717;42;5;172665,21;0
746;24;3;170142,09;0
569;28;7;73977,23;0
579;36;9;60906,12;0
519;21;1;194867,27;0
696;30;4;193716,56;0
693;25;6;14633,35;0
587;38;0;31730,32;0
626;44;10;20063,63;1
666;66;7;99792,82;0
512;24;6;37654,31;0
689;28;3;192449,02;0
803;26;4;181208,47;0
548;32;5;155165,61;0
588;40;10;121504,18;1
693;68;4;61569,07;0
499;55;4;123269,71;0
628;46;1;31272,14;1
624;46;3;62825,03;0
733;42;9;184056,45;0
628;38;3;48924,73;0
633;33;3;191111,02;0
559;36;1;54184,06;0
704;27;5;64381,33;1
744;38;6;78770,86;0
665;40;1;116766,79;0
638;42;7;32916,29;0
837;31;9;50972,6;0
534;55;8;122066,5;1
548;36;3;65996,9;0
837;38;2;79577,38;0
658;44;6;130529,13;0
554;38;4;172629,67;0
724;30;7;15216,53;0
723;42;2;17512,53;0
585;39;7;131852,01;0
474;33;5;181945,52;1
562;32;6;91482,5;0
719;32;9;77119,45;0
635;37;5;95611,74;1
743;42;7;80428,42;0
681;67;7;163714,92;0
521;39;6;27375,15;0
741;25;4;73873,65;0
790;46;8;139266,48;1
622;35;8;131772,51;0
669;45;7;173454,07;0
583;59;7;67552,71;0
520;63;5;34765,33;0
579;37;5;120219,14;0
698;39;9;90212,38;0
548;39;7;164975,82;0
672;40;10;1285,81;1
653;31;9;83679,46;0
734;37;2;34548,74;0
794;41;7;74275,08;0
641;30;2;7278,57;0
824;30;0;162053,92;0
534;33;3;199336,63;0
653;55;2;62347,71;0
498;34;5;91711,66;0
683;30;10;79240,9;0
618;42;8;76679,6;0
538;37;1;162511,55;0
643;34;3;21360,88;0
428;31;2;54487,43;0
593;32;9;53931,05;1
718;31;0;103165,15;0
811;52;10;146359,81;1
823;46;3;28370,95;1
645;49;2;10023,15;0
710;33;10;192928,82;0
591;30;8;50485,7;0
748;27;2;131662,47;0
850;37;7;152235,3;0
542;38;8;68093,23;1
809;38;3;80061,31;0
675;54;2;149583,67;1
607;27;5;7631,27;0
850;31;4;33082,81;0
789;37;3;121883,87;1
598;43;5;100722,72;1
756;41;2;47093,11;0
687;47;7;177624,01;0
724;40;6;106149,48;0
700;44;2;16874,92;0
635;50;7;54560,79;1
687;26;2;153605,75;0
613;46;8;44390,38;0
781;38;3;63218,85;0
703;20;3;41626,78;0
593;62;3;24765,53;1
743;40;6;28280,8;1
640;46;8;89043,19;0
849;37;7;17294,12;0
778;38;3;126702,41;0
539;38;8;13123,41;0
489;28;1;167973,63;0
568;43;9;125870,79;1
618;38;5;91972,49;0
710;30;10;155593,74;0
625;52;5;67788,49;0
682;46;7;62615,35;0
727;43;2;107415,02;1
794;41;7;166526,26;1
652;71;4;120107,1;0
670;42;3;188227,8;0
460;40;6;91560,63;1
568;26;6;166495,2;0
643;30;5;165614,4;0
521;37;2;86372,24;0
615;32;7;2755,53;0
575;43;3;83594,51;0
717;41;3;103706,41;0
648;54;9;5924,38;1
535;48;5;58203,67;1
626;29;7;49361,84;0
611;52;7;73585,18;1
734;39;6;95135,27;0
709;49;4;38794,57;0
591;43;3;198926,36;0
664;43;9;56099,86;0
431;37;0;117023,08;0
647;22;3;62083,0;0
578;32;4;141822,8;0
555;41;10;185387,14;0
775;30;4;57461,13;0
850;39;3;120380,12;0
625;43;8;133020,9;1
645;37;7;13589,93;0
608;44;7;77830,36;1
689;31;4;136610,02;0
652;50;8;17160,94;1
769;26;7;176843,53;0
611;43;8;114996,33;0
489;38;8;196990,79;0
528;46;9;133146,03;1
632;44;3;185667,72;0
429;27;6;24020,49;0
457;41;8;185750,02;1
768;44;6;178045,97;0
715;35;4;199857,47;0
668;32;10;43595,9;0
625;26;3;122810,53;0
846;41;5;3440,47;1
661;42;3;35989,41;0
571;23;10;17163,75;0
582;46;8;44506,09;1
716;35;8;17848,3;0
758;42;7;76209,56;0
725;66;4;141476,56;0
630;40;0;60032,46;1
627;55;2;100686,11;1
653;27;9;96429,29;0
775;38;4;15795,88;1
794;45;8;116547,31;0
831;32;2;191260,74;0
561;29;9;173870,39;0
705;46;7;117273,35;0
636;33;0;92277,47;1
487;46;4;44244,49;1
693;38;3;78133,48;1
517;29;5;103402,88;0
684;27;9;137835,82;0
620;43;2;20670,1;0
757;29;8;77469,38;0
739;27;6;57572,38;0
662;41;4;75884,65;1
359;44;6;146955,71;1
572;23;2;67040,12;0
721;69;2;178418,35;0
707;32;9;30807,02;0
444;40;5;143835,76;0
523;73;7;130883,9;1
685;30;4;194343,72;0
673;29;4;9796,69;0
503;30;10;47310,24;0
485;30;5;141148,21;0
799;28;7;111138,25;0
585;33;8;114182,07;0
607;24;2;127560,77;0
521;40;9;18082,06;0
535;44;2;136330,26;0
724;45;5;34121,81;0
520;32;5;56246,69;0
696;41;9;191417,42;0
657;30;1;23317,88;0
603;42;8;144675,3;1
726;42;2;175161,05;0
591;39;4;14928,8;0
792;59;9;161479,19;1
550;57;5;133501,94;0
601;26;8;23703,52;0
820;29;3;115985,38;0
667;48;2;43229,2;0
573;44;4;94862,93;0
755;62;1;142377,69;0
552;41;9;135635,25;0
598;44;8;148487,9;0
576;28;1;58976,85;0
670;31;9;76254,83;0
504;56;9;55857,48;1
778;65;7;77867,23;0
558;39;10;22878,16;1
627;44;6;114469,55;0
683;43;8;96754,8;0
556;43;6;125154,57;1
583;38;10;113597,64;0
705;24;7;121408,55;0
637;33;2;109219,43;0
697;56;5;50230,31;1
555;46;4;177719,88;1
594;26;6;131211,86;0
632;31;3;82152,83;1
551;38;10;216,27;0
687;35;3;1713,1;1
672;53;7;136910,18;0
521;34;7;20243,97;1
686;35;2;86043,27;0
639;28;8;126561,07;0
850;66;4;64350,8;0
465;25;2;10472,31;0
817;55;10;95941,55;1
578;23;10;125222,36;0
611;34;4;170950,58;0
616;41;1;236,45;1
517;37;5;31517,16;0
637;40;6;181610,6;0
806;32;3;156593,09;0
633;29;7;4272,0;0
624;35;0;163587,9;0
691;52;3;175843,68;1
819;49;1;166164,3;1
568;31;1;61796,64;0
806;48;4;21439,49;0
726;26;1;19225,85;0
552;36;8;132547,02;0
755;30;6;62688,55;0
634;26;8;21760,96;0
756;26;5;154460,68;0
776;37;2;8065,0;0
649;45;5;173365,9;1
595;32;8;69428,79;0
646;30;5;12757,14;0
592;38;8;180426,2;0
574;26;8;43093,67;0
850;36;1;68594,0;0
850;29;1;197996,65;0
475;46;10;122953,0;1
642;39;4;76821,24;0
710;51;4;141400,51;1
596;30;6;41921,75;1
609;39;8;175664,25;0
797;31;8;117916,63;0
504;43;7;194690,77;1
735;50;9;166677,35;1
680;30;3;160131,58;0
449;52;6;123622,0;0
685;57;7;113483,96;0
569;38;8;79618,79;0
631;35;9;24472,23;0
595;25;7;177025,79;0
461;28;8;103349,74;0
630;50;1;63606,22;1
661;31;7;14490,79;0
796;39;5;105080,53;0
710;47;5;83499,89;1
741;32;8;143598,7;0
606;48;4;36091,91;1
747;27;10;13007,89;0
549;43;3;6101,41;0
576;36;6;48314,0;0
528;37;6;197111,99;0
535;33;2;110299,78;0
575;37;0;30114,32;0
656;39;10;98894,64;0
440;42;2;49826,68;0
539;38;8;10074,05;0
850;39;6;20769,88;0
646;37;7;163427,18;0
744;54;6;140068,77;0
710;36;8;83206,19;0
544;64;3;111402,97;1
723;52;5;92873,5;1
507;29;6;94780,9;0
787;35;1;16607,15;0
598;41;8;161954,43;0
796;51;6;194733,28;0
569;41;4;163524,7;0
711;34;8;48260,19;0
661;35;8;86678,48;0
415;32;5;3064,65;0
578;23;8;112124,98;0
611;26;2;120801,65;0
600;28;6;52193,23;0
661;32;1;56636,28;0
850;37;3;69372,88;0
573;47;4;164038,07;1
764;33;9;118982,51;0
838;34;8;27472,07;0
821;28;8;36754,13;0
607;36;4;46416,36;0
558;38;8;152872,39;0
530;23;1;165227,23;0
654;37;5;75927,35;0
530;33;4;172930,28;0
656;69;6;36108,5;0
520;43;7;36202,74;0
602;42;6;131886,46;0
701;48;1;133992,36;0
653;30;2;96658,26;0
668;25;8;135112,09;0
652;48;4;163944,18;1
639;54;2;53843,71;0
730;52;7;122398,84;0
780;34;1;64804,04;0
592;38;8;19370,73;0
628;34;4;126192,54;0
658;40;7;135459,02;1
850;29;10;94815,04;0
515;37;2;188366,04;1
571;35;1;178512,52;0
760;42;0;97906,38;0
720;43;10;72861,94;0
632;42;4;195978,86;0
694;31;6;19448,93;1
559;40;5;32635,54;0
773;42;8;171733,22;0
581;38;1;46176,22;0
524;37;9;179634,69;0
713;53;6;191521,32;1
676;40;8;67998,45;0
651;42;1;44731,8;1
717;49;1;124532,9;1
594;23;5;160968,44;0
716;44;3;27341,63;1
668;35;6;53994,64;0
678;23;10;91633,53;0
545;23;2;189613,12;0
613;40;9;60706,33;0
687;21;8;154767,34;0
715;28;7;196853,11;0
618;41;8;195775,48;0
721;35;6;3086,89;0
445;34;7;70618,0;0
690;38;1;55034,02;0
709;43;8;168035,62;1
671;42;3;128449,33;0
538;33;6;199249,29;0
735;33;4;149474,69;0
592;37;7;126726,33;0
747;61;7;147554,26;0
675;36;7;149399,7;0
632;39;5;93536,38;0
621;39;6;58883,91;0
521;29;3;154271,41;0
591;36;7;122022,89;0
706;28;6;50299,14;0
677;38;4;187800,63;0
769;27;7;171344,09;0
771;32;5;40920,59;0
601;48;8;63940,68;1
670;42;1;29483,87;0
517;28;2;179056,23;0
834;49;8;129273,94;0
571;42;4;55558,51;1
576;36;8;23305,85;0
718;31;1;17128,64;0
636;31;9;74641,9;0
566;40;2;154486,01;0
711;64;4;3185,67;0
574;39;2;88463,63;0
619;35;8;65682,93;0
588;24;0;140586,08;0
760;49;9;117232,9;1
665;52;3;116137,01;1
739;29;3;105533,96;0
641;77;9;81514,06;0
685;21;6;164966,27;0
594;49;4;23631,55;0
557;40;4;105433,53;0
697;27;8;90591,15;0
656;18;10;127014,32;0
712;43;1;90905,26;0
689;38;5;8651,92;1
697;25;4;15467,98;0
589;38;2;79915,28;0
525;25;10;69361,95;0
680;44;3;86935,08;0
617;28;0;7597,83;1
680;32;5;116957,6;0
662;30;9;157884,83;0
736;46;5;77981,54;1
657;57;8;126369,55;1
350;54;1;191973,49;1
617;30;3;142940,39;0
562;35;7;48869,67;0
705;23;5;73131,73;0
516;33;7;120037,36;0
573;37;6;193995,37;0
538;31;0;179453,66;0
699;39;9;80963,92;0
504;32;8;15658,99;0
583;47;5;92708,1;0
712;53;2;26542,17;0
626;62;3;65010,74;0
631;34;4;106892,91;0
663;37;7;185210,63;0
506;41;3;4035,46;0
570;50;5;177805,44;1
703;45;7;68831,72;0
698;40;8;114732,62;0
731;41;4;22299,27;0
625;34;6;197283,2;0
634;31;9;179485,96;1
616;59;5;17699,48;0
500;56;1;118490,8;1
446;32;8;133292,94;0
669;47;9;58170,24;0
581;31;6;107137,3;0
704;54;6;145071,33;1
748;44;2;85495,24;0
680;31;9;101139,3;0
655;37;7;10511,13;0
690;32;0;137916,49;0
695;40;7;193383,13;0
700;40;4;189826,96;1
773;52;4;144113,42;0
749;42;1;143538,51;0
611;46;5;77677,14;1
606;46;8;183717,94;0
554;24;10;92180,62;0
567;37;7;28690,9;0
559;24;3;85891,02;1
594;41;2;42050,24;0
513;37;6;110142,34;0
652;26;1;179269,79;0
680;42;7;90558,24;1
784;33;10;162022,47;0
812;44;8;66926,83;1
784;40;8;108891,3;0
570;18;4;71811,9;0
712;42;1;92223,59;0
705;39;6;78065,9;0
681;32;3;59679,9;0
620;41;0;85000,32;0
711;52;5;159808,95;0
613;24;7;129001,3;0
613;20;0;113557,7;1
682;36;5;147758,51;0
850;37;4;28865,59;0
601;41;1;160607,06;0
595;35;8;100015,79;1
675;36;3;54478,52;0
591;31;8;141677,33;0
602;23;7;84077,6;0
554;34;8;106981,03;0
541;37;9;73551,44;0
506;34;7;115842,1;0
814;44;8;107013,59;0
683;30;8;24938,84;0
485;51;7;51113,14;0
696;31;8;33828,64;0
608;30;8;128875,86;0
792;50;9;194700,81;1
686;22;5;158974,45;0
790;42;1;198182,73;0
654;29;4;141404,07;0
452;35;4;4175,68;0
719;38;0;126876,47;0
707;40;5;41052,82;0
699;49;2;105760,01;0
850;30;2;27937,12;0
828;28;8;79355,87;0
850;30;5;102180,27;0
712;47;1;95719,73;0
634;44;9;57121,51;0
730;45;6;162478,11;0
685;43;9;194808,51;0
809;33;9;124045,65;0
707;35;3;17987,4;1
648;32;8;133653,38;0
760;57;1;25101,17;0
805;33;3;33330,89;0
585;39;7;2401,26;0
595;30;5;178361,04;0
630;42;6;162697,93;0
627;29;5;80607,33;0
631;37;2;23146,62;0
776;38;5;89893,6;0
676;36;4;3173,31;0
758;40;5;123218,81;0
637;33;0;74588,41;0
850;20;7;31288,77;0
601;44;4;58561,31;0
735;49;5;148804,36;0
614;32;7;51117,06;0
672;21;3;164537,17;0
642;30;8;61977,82;0
633;29;0;193362,99;0
769;39;9;47722,79;0
796;41;8;18510,41;0
715;23;7;65057,71;0
695;42;7;46374,64;0
747;25;4;42039,67;0
584;54;1;138192,98;1
476;40;6;22735,45;0
850;39;7;186910,74;0
529;30;2;75285,47;0
584;59;1;130260,11;1
586;34;9;15034,93;0
674;34;2;175709,4;1
552;42;9;101069,71;1
601;33;7;153012,13;0
541;29;7;86173,92;0
744;41;2;197548,63;0
595;23;10;37042,8;0
724;33;5;121085,72;0
533;52;7;194113,99;1
618;37;2;101273,23;0
523;39;1;118711,75;1
642;30;5;582,53;0
584;35;9;192381,21;0
521;38;5;136507,69;1
662;36;4;138871,12;1
758;34;1;60728,89;0
717;38;7;189175,71;0
611;40;1;102547,56;0
766;43;6;36706,56;0
636;34;3;44756,25;0
814;48;7;132870,15;0
760;28;1;16287,38;0
607;39;2;121945,42;0
725;36;4;131173,9;1
600;37;1;88669,89;0
656;27;4;160835,3;0
640;34;1;24761,36;0
439;28;7;138526,96;0
549;38;8;157442,75;0
622;38;5;105295,77;0
715;34;4;97782,92;0
657;41;5;68255,88;0
703;36;2;108790,95;0
802;33;8;143706,18;0
793;36;0;148993,47;0
554;35;6;95277,15;1
533;38;1;152956,33;0
658;36;8;94925,62;0
713;40;3;87308,18;0
711;37;2;83978,86;1
669;25;1;37543,93;1
439;43;8;104889,3;0
763;37;6;149705,25;0
697;74;3;16445,79;0
702;35;8;54689,16;0
686;41;7;194913,86;0
629;36;1;146371,72;0
823;38;1;156603,7;0
683;35;5;182566,76;0
555;37;9;60194,05;0
647;44;4;36579,53;1
714;51;4;5862,53;1
850;39;10;143030,09;0
713;59;3;62700,08;0
452;30;7;99017,34;0
683;24;8;187987,01;0
577;26;1;123454,62;0
552;33;5;10921,5;0
769;31;7;53817,23;0
691;38;7;81617,4;0
818;49;2;192298,84;1
739;41;5;143882,25;0
639;50;6;53130,41;0
651;65;0;190454,04;0
779;26;0;111906,0;0
850;33;7;113177,95;0
829;38;9;30529,88;0
579;31;2;18800,13;0
510;32;9;46127,7;0
531;29;3;75585,48;0
628;36;3;63085,94;0
633;32;5;74415,2;0
714;45;8;139889,15;0
604;23;9;7267,25;0
630;35;1;186826,22;0
850;31;4;162149,07;0
788;57;8;180150,49;1
798;37;4;83478,12;0
770;45;4;26163,74;1
569;25;9;44381,06;0
425;22;7;136365,0;1
547;31;9;99294,22;0
725;45;8;173464,43;1
506;37;5;127543,81;0
632;36;7;52526,65;0
620;22;0;32589,45;0
663;32;8;47161,25;1
700;46;5;45424,13;0
696;38;6;8018,49;0
767;31;6;195668,0;0
561;56;7;133167,11;1
350;39;0;123602,11;1
706;54;9;186238,85;0
464;34;5;158668,87;0
501;34;3;9249,36;0
745;35;8;116581,1;0
587;36;1;44688,08;0
667;48;2;148608,39;0
737;36;9;188670,9;1
485;30;7;107067,37;0
590;37;0;61759,33;1
518;35;8;192776,64;0
581;29;8;46735,19;0
785;33;5;169117,74;0
799;52;4;89081,41;0
698;38;10;105227,86;0
730;41;4;128246,81;0
740;36;4;94554,74;1
785;47;9;33823,5;1
527;29;2;97468,44;1
544;29;1;164137,36;0
705;61;4;191313,7;0
684;34;9;65257,57;0
639;28;8;178222,77;0
565;38;2;179445,28;0
481;44;9;65500,53;1
731;25;8;97877,92;0
607;45;7;113051,57;0
760;32;7;105969,05;0
559;70;9;122996,76;0
715;33;3;68087,15;0
656;36;8;21478,36;0
652;33;7;158437,73;0
624;33;6;76551,7;0
634;36;2;15887,68;0
850;50;10;33741,84;0
659;39;1;20652,69;0
529;35;5;112781,5;0
572;31;5;119996,95;0
640;39;9;6981,43;1
770;55;9;185211,28;1
648;35;7;78436,36;0
579;31;9;139048,0;0
589;36;9;136329,96;0
530;36;2;14721,8;0
831;30;2;3430,38;0
790;24;7;160450,21;0
656;35;6;1485,27;0
563;32;6;19720,08;0
667;39;7;41183,02;0
613;34;8;139410,08;0
429;60;7;163691,48;0
665;23;9;115147,33;0
731;33;4;74945,11;0
584;37;1;180363,56;0
634;31;8;196021,73;0
488;34;3;125979,36;0
535;49;7;111421,77;0
776;29;7;115818,51;0
850;38;3;179360,76;0
673;37;0;82351,06;0
850;45;5;192744,23;1
627;30;6;113408,47;0
570;33;8;124641,42;0
796;67;5;54871,02;0
773;33;10;98820,09;0
752;36;2;45570,84;0
625;69;1;182336,45;0
535;20;9;118825,56;0
786;29;4;103372,79;0
620;67;3;43486,73;0
605;48;6;40062,99;0
670;32;3;46175,7;0
617;42;0;120830,73;0
595;41;9;5967,09;0
687;29;4;122134,56;1
757;30;6;62972,13;0
746;31;2;174815,54;0
503;25;7;192841,13;0
543;48;1;33310,72;1
428;40;3;72876,43;1
768;28;3;50911,41;0
618;56;7;142400,27;1
591;31;7;48778,46;0
658;35;5;156361,58;1
625;36;9;133807,77;1
717;36;2;179128,69;1
667;44;8;91810,71;0
804;24;3;173195,33;0
693;31;1;182270,88;0
729;36;8;177130,33;0
484;54;3;49954,79;1
632;40;3;141896,74;0
536;23;6;120661,71;0
573;26;4;149814,68;1
655;56;5;41782,7;0
666;74;7;46172,47;0
726;30;5;2704,09;0
523;39;3;6726,53;0
728;33;9;170764,08;0
701;30;3;45742,42;0
518;38;3;162304,59;0
739;37;7;80883,82;0
531;31;7;118508,09;1
452;44;3;69697,74;0
684;45;6;183575,01;0
728;39;6;161203,6;0
783;39;9;143752,77;0
734;22;5;121894,31;1
648;34;3;147055,87;0
688;52;1;172033,57;0
680;35;9;143774,06;0
516;43;2;139366,58;0
680;37;10;81776,84;1
604;53;8;190998,96;1
624;27;9;4470,52;0
623;21;10;135851,3;0
624;51;5;172372,63;0
565;58;3;135875,51;1
565;55;4;128124,7;1
710;54;6;167023,95;1
645;42;6;149807,01;0
707;33;8;54290,62;0
655;36;1;86013,96;0
705;24;5;79886,06;0
358;52;8;141959,11;1
578;34;8;66680,77;0
800;40;5;98640,15;1
612;33;9;142797,5;1
681;48;8;163581,67;0
559;25;5;163221,22;0
488;39;9;12440,44;0
717;36;5;145551,6;0
666;41;10;50908,48;0
582;26;4;30149,21;0
733;30;0;57769,2;0
693;41;4;156381,47;0
694;33;4;178123,86;0
622;35;5;51112,8;0
598;38;6;173783,38;0
717;35;1;174770,14;1
494;37;5;172063,09;0
644;33;8;155294,17;0
554;30;9;40320,3;0
476;69;1;134260,34;0
667;28;6;147090,9;0
748;40;4;132368,47;0
531;45;1;164741,5;0
719;47;9;63051,32;1
845;41;2;199761,29;0
738;54;4;55725,04;1
563;46;8;163145,5;1
695;28;0;57992,49;0
841;41;1;193093,77;0
626;36;2;57531,14;0
613;29;6;77242,19;0
824;60;8;153046,16;1
705;49;7;63405,2;1
584;44;5;106564,88;0
534;62;2;42763,12;1
672;34;1;168753,34;0
603;43;5;19483,35;0
633;43;3;158646,46;0
842;58;1;83172,19;0
661;27;3;76889,79;0
601;74;2;51554,58;0
632;41;0;105570,39;0
684;29;8;79495,01;0
785;32;3;52583,79;1
687;39;7;26848,25;0
705;43;10;10072,55;1
639;43;6;187296,78;0
729;46;5;104016,61;1
556;48;8;151310,16;0
570;32;9;62810,91;0
841;74;9;60830,38;0
705;35;4;116672,02;0
553;32;3;77304,49;0
779;40;2;52894,01;0
696;28;4;116471,43;0
728;37;4;4539,38;0
691;27;3;142367,72;0
706;30;3;110520,48;0
627;30;6;188258,49;0
716;18;3;197322,13;0
501;24;4;80241,14;0
601;41;1;172814,99;0
545;39;6;38410,74;1
634;45;9;17622,82;0
451;23;9;48021,71;0
655;59;7;88958,49;1
458;39;9;116343,09;0
520;33;4;166102,61;0
624;28;2;104353,26;0
765;51;3;115429,32;0
667;37;5;178106,34;1
665;41;8;132152,32;0
709;34;4;21521,38;0
583;44;8;27431,62;0
782;34;6;42143,61;0
668;24;7;106457,11;1
621;47;0;133831,37;1
579;64;6;164083,72;0
547;38;5;159207,34;0
840;39;1;84487,62;0
667;27;3;3674,71;0
723;34;5;12092,03;0
487;45;2;77475,73;0
668;31;9;41291,73;0
520;34;8;343,38;0
549;37;2;47432,43;0
567;35;5;127827,18;0
720;45;1;35633,15;1
492;49;8;182865,09;1
712;37;1;169386,81;0
689;26;4;149073,88;0
850;63;8;184107,26;1
747;41;5;22750,17;0
469;38;9;11950,29;0
539;38;6;152880,07;1
743;32;9;175252,78;0
707;47;3;174303,29;0
581;50;4;80701,72;0
737;38;6;198516,2;0
445;38;6;175756,36;0
703;29;3;82824,08;0
588;35;1;179866,01;1
765;44;6;159899,97;0
626;33;8;138504,28;0
545;37;9;127394,67;0
744;31;9;58961,49;0
658;31;2;103644,98;1
629;28;8;119647,7;0
719;42;4;28465,86;1
686;36;5;152979,14;0
743;36;4;190911,02;0
626;48;2;95794,98;0
661;44;1;189742,78;1
710;45;9;188574,08;0
654;40;6;183872,88;1
569;34;6;196555,32;0
640;63;2;112503,24;1
562;45;6;46864,0;0
721;55;3;65864,4;1
456;32;9;125167,92;0
811;39;7;177519,39;0
534;24;1;169653,32;0
423;36;5;118372,55;1
594;28;5;16481,12;0
725;32;0;138525,19;0
716;52;7;14608,0;1
595;41;9;81548,38;0
679;33;1;69608,48;0
667;39;9;68873,8;0
661;37;5;81102,81;0
655;38;3;81054,0;1
555;55;4;74149,77;0
531;70;1;99503,19;0
611;40;7;10109,47;0
600;38;9;58855,85;0
531;37;1;84402,46;0
601;43;2;49713,87;1
548;57;6;133537,53;0
759;40;4;124615,59;0
678;49;8;98090,69;0
755;33;6;42607,69;0
594;61;3;192434,11;0
768;42;5;60686,4;0
492;31;7;49463,44;0
637;55;1;81431,99;1
646;42;3;22909,56;0
593;74;5;65532,17;0
596;41;5;141053,85;0
722;48;10;3472,63;1
642;25;7;102083,78;0
472;28;4;1801,77;0
738;35;6;85185,44;0
732;33;8;119882,7;0
404;54;4;83715,66;1
701;44;7;23425,78;0
683;31;2;77326,78;0
460;27;7;156150,08;1
690;29;5;108577,97;0
618;54;4;133573,29;1
671;30;2;102057,86;0
765;32;9;47247,56;0
651;25;2;114566,47;0
704;32;7;184464,7;1
544;45;6;151401,33;0
790;40;9;70607,1;0
710;34;9;147074,67;0
743;37;8;105780,18;0
702;34;4;109496,45;0
704;45;6;137739,45;0
614;38;2;105140,92;0
609;43;6;113276,46;1
688;32;6;172531,23;0
713;44;1;64375,4;0
736;57;9;28434,44;1
727;18;4;46941,41;0
850;38;1;29333,01;0
718;45;3;193724,51;0
643;51;2;34967,75;1
653;41;8;55663,85;0
674;18;7;55753,12;1
690;35;6;176962,31;0
819;38;9;181507,44;0
634;34;1;61995,57;0
633;33;4;98349,13;0
850;49;5;59748,19;0
665;33;2;159840,51;0
